Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care (product.metafields.custom.care),Description (product.metafields.custom.description1),description (product.metafields.custom.description2),free shipping in the USA (product.metafields.custom.free_shipping_in_the_usa),HID (product.metafields.custom.hid),materials  (product.metafields.custom.materials_),Measurments (product.metafields.custom.measurments),placemats (product.metafields.custom.placemats),Related Size - Large (product.metafields.custom.related_size_large),Related Size - Medium (product.metafields.custom.related_size_medium),shipping and returns  (product.metafields.custom.shipping_and_returns),TINUUID (product.metafields.custom.tinuuid),Care guide (product.metafields.descriptors.care_guide),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Cover color (product.metafields.shopify.cover-color),Cover material (product.metafields.shopify.cover-material),Fabric (product.metafields.shopify.fabric),Shape (product.metafields.shopify.shape),Throw pillow shape (product.metafields.shopify.throw-pillow-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
chocolate-brown-vegan-suede-knot-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate_42f142fa-4acd-4319-9df6-bbe84bfd99dc.jpg?v=1654777792,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate-brown-vegan-suede-knot-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate2_cb73b3fd-85e2-4c41-8120-08948ce2ddbb.jpg?v=1654777738,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camel-vegan-suede-knot-stool,Camel Vegan suede Knot Stool,"<meta charset=""utf-8"">
<p>This unique Knot stool is inspired by the nautical elements and aesthetics. The stool is made of a strong Beech wood by our wonderful wood turner, and the cushion utilizes a unique tying technique that makes the stool beautiful and functional. You can place it in your living room or bedroom, for that extra pop of color and texture in the room.<br>it can also serve as a wonderful gift to your design-enthusiastic friends and family:)</p>
<p>Size: 40X40 cm / 16X16 inch<br><span data-mce-fragment=""1"">Height: </span><span data-mce-fragment=""1"">50</span><span data-mce-fragment=""1""> cm / </span><span data-mce-fragment=""1"">19.6</span><span data-mce-fragment=""1""> inch</span><br></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong> We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Rich, luxe and always elegant, velvet is our new favourite thing. </span><span>A</span><span>dd a slice of style to your home with the help of our gorgeously soft knot pillows.</span><span></span></p>
<p><span>Size: full Length: </span><span>55X55</span><span>cm/ 21.6X</span>21.6 inch,</p>
<p>Height:15 cm / 6 inch</p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Soft foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the pillow fresh and clean.                     </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" title=""shipping refunds and exchanges"" style=""color: #2b00ff;"" target=""_blank"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"">shipping, refunds and exchanges policies.</a></span></strong><br><meta charset=""utf-8""></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>",knots studio,Furniture > Chairs > Table & Bar Stools,Knot stool,"desigh_stool, design_chair, design_chairs, Housewares, industrial_chair, kids_chair, kids_stools, modern_chair, modern_stool, modern_stools, wood_chair, wood_chairs, wood_stool, wood_stools",false,Title,Default Title,,,,,,,,401,4000.0,shopify,deny,manual,297.00,425.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Camel_6935b4b0-adee-4395-b9ee-6c55faea5bbc.jpg?v=1655279848,1,"",false,,,1463,,,,,,,,,,,,,,,,,"Size: 40X40 cm / 16X16 inch 
Height: 50 cm / 19.6 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; m-grey-velvet-knot-floor-cushion; s-hull-busket-in-desert-army-greem; glowing-rust-velvet-woven-stool-1; acorn-velvet-knot-pillow-copy; illuminate-yellow-velvet-knot-door-stop-accent-piece; illuminate-yellow-velvet-knot-key-chain,brown-velvet-knot-bar-stool; army-green-vegan-suede-knot-stool; orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1; garage-sale-olive-green-velvet-knot-stool-1; grey-velvet-knot-bar-stool; midnight-blue-velvet-knot-bar-stool,ahead,,,kg,,,draft
camel-vegan-suede-knot-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Camel3_2d1aa6b6-3d4b-4f96-b1e0-9d0e48c671b5.jpg?v=1654778340,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camel-vegan-suede-knot-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Camel2_4bbbaf1d-cdbe-42f0-b30f-89953cd172f5.jpg?v=1654778301,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
army-green-vegan-suede-knot-stool,Army green Vegan suede Knot Stool,"<meta charset=""utf-8"">
<p>This unique Knot stool is inspired by the nautical elements and aesthetics. The stool is made of a strong Beech wood by our wonderful wood turner, and the cushion utilizes a unique tying technique that makes the stool beautiful and functional. You can place it in your living room or bedroom, for that extra pop of color and texture in the room.<br>it can also serve as a wonderful gift to your design-enthusiastic friends and family:)</p>
<p>Size: 40X40 cm / 16X16 inch<br><span data-mce-fragment=""1"">Height: </span><span data-mce-fragment=""1"">50</span><span data-mce-fragment=""1""> cm / </span><span data-mce-fragment=""1"">19.6</span><span data-mce-fragment=""1""> inch</span><br></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong> We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Rich, luxe and always elegant, velvet is our new favourite thing. </span><span>A</span><span>dd a slice of style to your home with the help of our gorgeously soft knot pillows.</span><span></span></p>
<p><span>Size: full Length: </span><span>55X55</span><span>cm/ 21.6X</span>21.6 inch,</p>
<p>Height:15 cm / 6 inch</p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Soft foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the pillow fresh and clean.                     </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" title=""shipping refunds and exchanges"" style=""color: #2b00ff;"" target=""_blank"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"">shipping, refunds and exchanges policies.</a></span></strong><br><meta charset=""utf-8""></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>",knots studio,Furniture > Chairs > Table & Bar Stools,Knot stool,"desigh_stool, design_chair, design_chairs, Housewares, industrial_chair, kids_chair, kids_stools, modern_chair, modern_stool, modern_stools, wood_chair, wood_chairs, wood_stool, wood_stools",false,Title,Default Title,,,,,,,,,4000.0,shopify,deny,manual,148.00,425.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow6783.jpg?v=1654777373,1,"",false,,,1463,,,,,,,,,,,,,,,,,"Size: 40X40 cm / 16X16 inch 
Height: 50 cm / 19.6 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; m-grey-velvet-knot-floor-cushion; s-hull-busket-in-desert-army-greem; glowing-rust-velvet-woven-stool-1; acorn-velvet-knot-pillow-copy; illuminate-yellow-velvet-knot-door-stop-accent-piece; illuminate-yellow-velvet-knot-key-chain,brown-velvet-knot-bar-stool; army-green-vegan-suede-knot-stool; orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1; garage-sale-olive-green-velvet-knot-stool-1; grey-velvet-knot-bar-stool; midnight-blue-velvet-knot-bar-stool,ahead,,,kg,,,draft
army-green-vegan-suede-knot-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow6785.jpg?v=1654777409,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
army-green-vegan-suede-knot-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow6781.jpg?v=1654777346,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-velvet-woven-stool,Olive Green Velvet Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,705,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Olive2.jpg?v=1655207221,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
olive-green-velvet-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Olive.jpg?v=1655207240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive-green-velvet-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Olive3.jpg?v=1655207260,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gray-velvet-double-seat-woven-bench,Gray Velvet Double Seat Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,"","",false,Size,94 cm,,,,,,,,2722,9000.0,shopify,deny,manual,885.00,,true,true,,,,,Fals,,,,false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
gray-velvet-double-seat-woven-bench,,,,,,,,,120 cm,,,,,,,,2742,9000.0,shopify,deny,manual,1095.00,,true,true,,,,,Fals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
illuminate-yellow-velvet-double-seat-woven-bench,Illuminate Yellow Velvet Double Seat Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,"","",false,Size,94 cm,,,,,,,,2720,9000.0,shopify,deny,manual,885.00,,true,true,,,,,Fals,,,,false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
illuminate-yellow-velvet-double-seat-woven-bench,,,,,,,,,120 cm,,,,,,,,2741,9000.0,shopify,deny,manual,1095.00,,true,true,,,,,Fals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sage-velvet-woven-bench,Sage Velvet Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,736,9000.0,shopify,deny,manual,665.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Sage-Recovered.jpg1.jpg?v=1664447466,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
sage-velvet-woven-bench,,,,,,,,,120 cm,,,,,,,,749,9000.0,shopify,deny,manual,896.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Sage3.jpg1.jpg?v=1664447495,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blush-pink-velvet-woven-bench,Blush Pink Velvet Woven Bench -120 cm,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,120 cm,,,,,,,,756,9000.0,shopify,deny,manual,597.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Blush_5fac003a-fe0d-46e6-a392-9216e40342be.jpg?v=1655626325,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
blush-pink-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Blush2_06376556-8edc-4e67-85fc-c7b272ce391c.jpg?v=1655626353,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blush-pink-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Blush3_469137b0-2027-47b8-91d9-fe26910b7dd6.jpg?v=1655626383,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-white-velvet-woven-bench-1,Salt White Velvet Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch       </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester vegan suede fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh snd clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong> We make each piece to order in our studio. Please allow 7-14 business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden bench to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><meta charset=""utf-8""><strong>Please Read about our<span> </span><a href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" title=""shipping refunds and exchanges"" target=""_blank"">shipping, refunds and exchanges policies.</a></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,734,9000.0,shopify,deny,manual,995.00,745.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/TAL1032.jpgkatan.jpg?v=1643977696,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
salt-white-velvet-woven-bench-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/IMG_9065.jpg?v=1643977696,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-white-velvet-woven-bench-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/TAL1044.jpgkatan_01326668-4bbd-491f-9ab0-009bc83c7a6f.jpg?v=1643977692,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt-white-velvet-woven-bench-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/TAL1016.jpgkatan_47f7c486-cf91-42e0-b74d-edf661f8980d.jpg?v=1643977741,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
